annotation_text,annotated_quote,annotation_location,category
It is interesting that this scene begins with the timeline of 9 months. This is the only thing I picked up on in this scene that could potentially point to an affair,Nine changes of the wat’ry star hath been,Act 1 Scene 2,None
"Very interesting that this scene begins with stating Polixenes has been there for 9 months. In my reading, this was the only detail that cast any doubt towards the possibility of an affair",Nine changes of the wat’ry star hath been,Act 1 Scene 2,None
"Camillo makes a difficult decision here. To do the thing that is right or the thing that will benefit himself? In the aftermath of the COVID pandemic, thousands have flourished while others suffered. How did they justify that to themselves? ","Of thousands that had struck anointed kings
  And flourished after, I’d not do ’t",Act 1 Scene 2,Class
"This doesn't make sense to me, why would Leontes forgive his wife of alleged adultery if the other man involved was dead? It shows that he's not thinking logically but rather overwhelmed by his emotions. What he thinks will help the situation is actually going to make it a lot worse. ","I’ll give no blemish to her honor, none.",Act 1 Scene 2,Gender
lots of anatomy here. It's interesting how parts of the body were assigned specific meaning in the early modern period. It's also funny how wrong they are about (specifically female) anatomy.,"My bosom likes not, nor my brows",Act 1 Scene 2,Sexuality
"innocent children are free of the burden of ""original sin"", but only male children? The idea of ""original sin"" suggests that women are punished for being inherently corrupt, and foreshadows Hermione's future suffering.","Boldly “Not guilty,” the imposition cleared
  Hereditary ours.",Act 1 Scene 2,Religion
"Time is significant in this play, not only is it listed as a named character (I wonder under which gender it was listed in the original folio?) Here Polixenes says that nine months has passed since he arrived in Sicilia. Nine months is about the average gestation period for human babies, and coincidentally, about the amount of time we've lived with the COVID pandemic.",Nine changes of the wat’ry star hath been,Act 1 Scene 2,Pandemics
"Time is significant in this play, it is even listed as a named character. (I wonder which gender it fell under in the original folio?) ",Nine changes of the wat’ry star hath been,Act 1 Scene 2,Class
,Nine changes of the wat’ry star hath bee,Act 1 Scene 2,
"A male heir represents stability for the kingdom and the sexual virility of the king. I wonder how this would have been accepted by the contemporary audiences of Queen Elizabeth's time, since her father had no sons. ","If the King had no son, they would desire
  to live on crutches till he had one",Act 1 Scene 1,Gender
,"If the King had no son, they would desire
  to live on crutches till he had one.",Act 1 Scene 1,
"""fear"" and ""infects"" are both so relevant to today's COVID world. Not all of us may have been infected with the actual virus, but many of us have been infected with the fear that surrounds it","twas a fear
  Which oft infects the wisest",Act 1 Scene 2,Pandemics
additional objectification of Hermonine,"gates and those gates
  opened,",Act 1 Scene 2,Class
"Hermione is very well-spoken and witty. Instead of just praising her for this trait, Leontes immediately assumes she is cheating on him. I think this exemplifies the misogyny at the time. Leontes can't just accept Hermione is charismatic; she has to have an ulterior motive.","Hermione, my dearest, thou never spok’st
  To better purpose.",Act 1 Scene 2,Gender
"""thousands"" having a disease certainly sounds like a pandemic","Many thousand on ’s
  Have the disease and feel ’t not",Act 1 Scene 2,Pandemics
Phallic imagery and the objectification of Hermonie -- calling her body a fish pond.,his pond fished by his next neighbor,Act 1 Scene 2,Gender
"If Leontes is suspicious of Hermione and Polixenes, why would he allow them to go off together alone?","Go to, go to!",Act 1 Scene 2,Class
,"Hermione, my dearest, thou never spok’st
  To better purpose.",Act 1 Scene 2,Gender
"Again, hard not to see the sexual imagery here -- this time with Hermonine being a ""gate"" --> quite literal objectification ","Whiles other men have gates and those gates
  opened",Act 1 Scene 2,Gender
"unhealthy, illness-like imagery",My parasite,Act 1 Scene 2,Pandemics
"It's hard not to see the sexual imagery here -- with Hermonine being Leontes' ""pond"" which has been ""fished in"" by Polixenes ","And his pond fished by his next neighbor,",Act 1 Scene 2,Gender
Interesting how Leontes only calls Hermione a hobby-horse (meaning whore) when he also believes Polixenes is a cheater. Only the woman is subject to that derogatory name.,hobby-horse,Act 1 Scene 2,Gender
"sickness in this context, I believe means whether or not Polixenes has done something immoral, in this case have an affair with Hermione.",sickness,Act 1 Scene 2,Class
"BUG: I think it is weird that Leontes is asking his son if he is his real son. How would Mamillius know whether he is his true biological son or not? All he knows is what he has been told, so it seems like an odd person to ask.","Mamillius,
  Art thou my boy?",Act 1 Scene 2,Class
"I find it interesting that Hermione is able to talk Polixenes into staying longer when even Leontes, Polixenes' friend cannot even make him stay. It semi upsets the normal gender roles, unless this is a hint of the affair Leontes accused them of having","At my request he would not.
  Hermione, my dearest, thou never spok’st
  To better purpose.",Act 1 Scene 2,Gender
"These two places are already characterized as being extremely different, which may set up racial /cultural discrimination between the two places, pitting Leontes against his friend Polixenes.","great
  difference betwixt our Bohemia and your Sicilia",Act 1 Scene 1,Gender
"BUG: Leontes suddenly accuses Hermione, his wife, and Polixenes, his childhood friend, of having an affair with basically no evidence and then orders Polixenes' death. ","Or I am much deceived, cuckolds ere now",Act 1 Scene 2,Class
Metaphorical jealousy disease again,"I cannot name the disease, and it is caught
  Of you that yet are well.",Act 1 Scene 2,Pandemics
What is up with all of these dramatic changes so fast? Why is Leontes acting so obviously angry with Polixenes? He just said he'll seem friendly.,"For to yourself what you do know, you must,
  And cannot say you dare not.",Act 1 Scene 2,None
"this escalated very quickly- the ""illness"" is taking over and spreading",will fetch off Bohemia,Act 1 Scene 2,Pandemics
Metaphorical illness of jealousy,"be cured
  Of this diseased opinion",Act 1 Scene 2,Pandemics
"The word ""nothing"" is repeated a lot, seems like it will have a greater meaning",nothing.,Act 1 Scene 2,None
"This sort of plays on the idea that maybe Hermione and Polixenes are having an affair; ""satisfy"" is sort of a pun",To satisfy your Highness,Act 1 Scene 2,Sexuality
He thinks that Hermione is having an affair with Polixenes,"Or I am much deceived, cuckolds ere now;",Act 1 Scene 2,Sexuality
"Why was Polixenes so easily convinced by Hermione? I would think due to the time period he wouldn't find a woman's word so persuasive. I also think it's weird that Leontes gave her permission to speak in the first place when he said, ""Speak you.""","He’ll stay, my lord.",Act 1 Scene 2,Class
Trying to get Polixenes to stay longer; seems like they are still close; why wouldn't Bohemia be well? Why is Polixenes so adamant about going back tomorrow?,"All in Bohemia’s well. This satisfaction
  The bygone day proclaimed.",Act 1 Scene 2,None
